date, value,value2
"February 14, 1991",6.37,
"February 15, 1991",6.02,
"February 16, 1991",6.02,
"February 17, 1991",6.02,
"February 18, 1991",6.02,
"February 19, 1991",6.24,
"February 20, 1991",7.11,
"February 21, 1991",6.54,
"February 22, 1991",6.27,
"February 23, 1991",6.27,
"February 24, 1991",6.27,
"February 25, 1991",6.43,
"February 26, 1991",6.12,
"February 27, 1991",6.26,
"February 28, 1991",6.99,
"March 1, 1991",6.35,
"March 2, 1991",6.35,
"March 3, 1991",6.35,
"March 4, 1991",6.36,
"March 5, 1991",6.31,
"March 6, 1991",6.55,
"March 7, 1991",6.46,
"March 8, 1991",6.2,
"March 9, 1991",6.2,
"March 10, 1991",6.2,
"March 11, 1991",6.1,
"March 12, 1991",6.03,
"March 13, 1991",5.98,
"March 14, 1991",5.93,
"March 15, 1991",5.96,
"March 16, 1991",5.96,
"March 17, 1991",5.96,
"March 18, 1991",6.03,
"March 19, 1991",6.16,
"March 20, 1991",6.67,
"March 21, 1991",6.22,
"March 22, 1991",6.05,
"March 23, 1991",6.05,
"March 24, 1991",6.05,
"March 25, 1991",6.08,
"March 26, 1991",6.17,
"March 27, 1991",6.11,
"March 28, 1991",6.14,
"March 29, 1991",5.53,
"March 30, 1991",5.53,
"March 31, 1991",5.53,
"April 1, 1991",6.48,
"April 2, 1991",6.46,
"April 3, 1991",6.36,
"April 4, 1991",6.22,
"April 5, 1991",5.92,
"April 6, 1991",5.92,
"April 7, 1991",5.92,
"April 8, 1991",5.89,
"April 9, 1991",5.66,
"April 10, 1991",5.75,
"April 11, 1991",5.71,
"April 12, 1991",5.36,
"April 13, 1991",5.36,
"April 14, 1991",5.36,
"April 15, 1991",6.04,
"April 16, 1991",6.05,
"April 17, 1991",5.95,
"April 18, 1991",6,
"April 19, 1991",5.89,
"April 20, 1991",5.89,
"April 21, 1991",5.89,
"April 22, 1991",5.95,
"April 23, 1991",5.92,
"April 24, 1991",5.89,
"April 25, 1991",5.95,
"April 26, 1991",5.89,
"April 27, 1991",5.89,
"April 28, 1991",5.89,
"April 29, 1991",5.93,
"April 30, 1991",5.98,
"May 1, 1991",5.9,
"May 2, 1991",5.86,
"May 3, 1991",5.76,
"May 4, 1991",5.76,
"May 5, 1991",5.76,
"May 6, 1991",5.82,
"May 7, 1991",5.79,
"May 8, 1991",5.75,
"May 9, 1991",5.76,
"May 10, 1991",5.69,
"May 11, 1991",5.69,
"May 12, 1991",5.69,
"May 13, 1991",5.8,
"May 14, 1991",5.85,
"May 15, 1991",6.01,
"May 16, 1991",5.89,
"May 17, 1991",5.79,
"May 18, 1991",5.79,
"May 19, 1991",5.79,
"May 20, 1991",5.82,
"May 21, 1991",5.76,
"May 22, 1991",5.71,
"May 23, 1991",5.69,
"May 24, 1991",5.65,
"May 25, 1991",5.65,
"May 26, 1991",5.65,
"May 27, 1991",5.65,
"May 28, 1991",5.99,
"May 29, 1991",5.79,
"May 30, 1991",5.84,
"May 31, 1991",5.92,
"June 1, 1991",5.92,
"June 2, 1991",5.92,
"June 3, 1991",5.96,
"June 4, 1991",5.96,
"June 5, 1991",5.88,
"June 6, 1991",5.82,
"June 7, 1991",5.71,
"June 8, 1991",5.71,
"June 9, 1991",5.71,
"June 10, 1991",5.83,
"June 11, 1991",5.79,
"June 12, 1991",5.67,
"June 13, 1991",5.79,
"June 14, 1991",5.71,
"June 15, 1991",5.71,
"June 16, 1991",5.71,
"June 17, 1991",5.94,
"June 18, 1991",5.82,
"June 19, 1991",5.8,
"June 20, 1991",5.79,
"June 21, 1991",5.75,
"June 22, 1991",5.75,
"June 23, 1991",5.75,
"June 24, 1991",5.83,
"June 25, 1991",5.9,
"June 26, 1991",5.73,
"June 27, 1991",5.91,
"June 28, 1991",6.74,
"June 29, 1991",6.74,
"June 30, 1991",6.74,
"July 1, 1991",6.38,
"July 2, 1991",6.09,
"July 3, 1991",5.77,
"July 4, 1991",5.77,
"July 5, 1991",5.76,
"July 6, 1991",5.76,
"July 7, 1991",5.76,
"July 8, 1991",5.91,
"July 9, 1991",5.82,
"July 10, 1991",5.72,
"July 11, 1991",5.86,
"July 12, 1991",5.8,
"July 13, 1991",5.8,
"July 14, 1991",5.8,
"July 15, 1991",5.96,
"July 16, 1991",5.91,
"July 17, 1991",5.82,
"July 18, 1991",5.83,
"July 19, 1991",5.75,
"July 20, 1991",5.75,
"July 21, 1991",5.75,
"July 22, 1991",5.81,
"July 23, 1991",5.74,
"July 24, 1991",5.63,
"July 25, 1991",5.82,
"July 26, 1991",5.76,
"July 27, 1991",5.76,
"July 28, 1991",5.76,
"July 29, 1991",5.8,
"July 30, 1991",5.75,
"July 31, 1991",5.85,
"August 1, 1991",5.86,
"August 2, 1991",5.72,
"August 3, 1991",5.72,
"August 4, 1991",5.72,
"August 5, 1991",5.79,
"August 6, 1991",5.7,
"August 7, 1991",6.29,
"August 8, 1991",5.71,
"August 9, 1991",5.59,
"August 10, 1991",5.59,
"August 11, 1991",5.59,
"August 12, 1991",5.66,
"August 13, 1991",5.64,
"August 14, 1991",5.58,
"August 15, 1991",5.77,
"August 16, 1991",5.55,
"August 17, 1991",5.55,
"August 18, 1991",5.55,
"August 19, 1991",5.54,
"August 20, 1991",5.57,
"August 21, 1991",6.24,
"August 22, 1991",5.69,
"August 23, 1991",5.55,
"August 24, 1991",5.55,
"August 25, 1991",5.55,
"August 26, 1991",5.63,
"August 27, 1991",5.59,
"August 28, 1991",5.52,
"August 29, 1991",5.49,
"August 30, 1991",5.5,
"August 31, 1991",5.5,
"September 1, 1991",5.5,
"September 2, 1991",5.5,
"September 3, 1991",5.82,
"September 4, 1991",5.87,
"September 5, 1991",5.67,
"September 6, 1991",5.53,
"September 7, 1991",5.53,
"September 8, 1991",5.53,
"September 9, 1991",5.59,
"September 10, 1991",5.53,
"September 11, 1991",5.51,
"September 12, 1991",5.53,
"September 13, 1991",5.31,
"September 14, 1991",5.31,
"September 15, 1991",5.31,
"September 16, 1991",5.56,
"September 17, 1991",5.61,
"September 18, 1991",5.43,
"September 19, 1991",5.37,
"September 20, 1991",5.24,
"September 21, 1991",5.24,
"September 22, 1991",5.24,
"September 23, 1991",5.32,
"September 24, 1991",5.32,
"September 25, 1991",5.32,
"September 26, 1991",5.4,
"September 27, 1991",5.24,
"September 28, 1991",5.24,
"September 29, 1991",5.24,
"September 30, 1991",5.6,
"October 1, 1991",5.4,
"October 2, 1991",5.2,
"October 3, 1991",5.33,
"October 4, 1991",5.16,
"October 5, 1991",5.16,
"October 6, 1991",5.16,
"October 7, 1991",5.22,
"October 8, 1991",5.18,
"October 9, 1991",5.15,
"October 10, 1991",5.17,
"October 11, 1991",5.03,
"October 12, 1991",5.03,
"October 13, 1991",5.03,
"October 14, 1991",5.03,
"October 15, 1991",5.58,
"October 16, 1991",6.11,
"October 17, 1991",5.33,
"October 18, 1991",5.2,
"October 19, 1991",5.2,
"October 20, 1991",5.2,
"October 21, 1991",5.27,
"October 22, 1991",5.25,
"October 23, 1991",5.21,
"October 24, 1991",5.22,
"October 25, 1991",5.21,
"October 26, 1991",5.21,
"October 27, 1991",5.21,
"October 28, 1991",5.27,
"October 29, 1991",5.11,
"October 30, 1991",4.44,
"October 31, 1991",5.23,
"November 1, 1991",5.03,
"November 2, 1991",5.03,
"November 3, 1991",5.03,
"November 4, 1991",5.09,
"November 5, 1991",5.06,
"November 6, 1991",4.87,
"November 7, 1991",4.8,
"November 8, 1991",4.71,
"November 9, 1991",4.71,
"November 10, 1991",4.71,
"November 11, 1991",4.71,
"November 12, 1991",4.89,
"November 13, 1991",4.62,
"November 14, 1991",4.86,
"November 15, 1991",4.98,
"November 16, 1991",4.98,
"November 17, 1991",4.98,
"November 18, 1991",4.88,
"November 19, 1991",4.78,
"November 20, 1991",4.74,
"November 21, 1991",4.74,
"November 22, 1991",4.75,
"November 23, 1991",4.75,
"November 24, 1991",4.75,
"November 25, 1991",4.89,
"November 26, 1991",4.52,
"November 27, 1991",4.38,
"November 28, 1991",4.38,
"November 29, 1991",4.86,
"November 30, 1991",4.86,
"December 1, 1991",4.86,
"December 2, 1991",5,
"December 3, 1991",4.86,
"December 4, 1991",4.71,
"December 5, 1991",4.72,
"December 6, 1991",4.52,
"December 7, 1991",4.52,
"December 8, 1991",4.52,
"December 9, 1991",4.52,
"December 10, 1991",4.4,
"December 11, 1991",4.59,
"December 12, 1991",4.57,
"December 13, 1991",4.42,
"December 14, 1991",4.42,
"December 15, 1991",4.42,
"December 16, 1991",4.65,
"December 17, 1991",4.5,
"December 18, 1991",4.47,
"December 19, 1991",4.6,
"December 20, 1991",4.11,
"December 21, 1991",4.11,
"December 22, 1991",4.11,
"December 23, 1991",4.26,
"December 24, 1991",4.19,
"December 25, 1991",4.19,
"December 26, 1991",4.59,
"December 27, 1991",4.14,
"December 28, 1991",4.14,
"December 29, 1991",4.14,
"December 30, 1991",4.12,
"December 31, 1991",4.09,
"January 1, 1992",4.09,
"January 2, 1992",4.61,
"January 3, 1992",4.06,
"January 4, 1992",4.06,
"January 5, 1992",4.06,
"January 6, 1992",4.04,
"January 7, 1992",3.67,
"January 8, 1992",4.83,
"January 9, 1992",4.22,
"January 10, 1992",3.96,
"January 11, 1992",3.96,
"January 12, 1992",3.96,
"January 13, 1992",3.98,
"January 14, 1992",3.95,
"January 15, 1992",4.04,
"January 16, 1992",3.94,
"January 17, 1992",3.56,
"January 18, 1992",3.56,
"January 19, 1992",3.56,
"January 20, 1992",3.56,
"January 21, 1992",4.11,
"January 22, 1992",4.82,
"January 23, 1992",4.15,
"January 24, 1992",3.96,
"January 25, 1992",3.96,
"January 26, 1992",3.96,
"January 27, 1992",4.08,
"January 28, 1992",4,
"January 29, 1992",3.93,
"January 30, 1992",4.02,
"January 31, 1992",4.4,
"February 1, 1992",4.4,
"February 2, 1992",4.4,
"February 3, 1992",4,
"February 4, 1992",3.83,
"February 5, 1992",4.17,
"February 6, 1992",4.1,
"February 7, 1992",3.89,
"February 8, 1992",3.89,
"February 9, 1992",3.89,
"February 10, 1992",3.95,
"February 11, 1992",3.91,
"February 12, 1992",3.9,
"February 13, 1992",4,
"February 14, 1992",4,
"February 15, 1992",4,
"February 16, 1992",4,
"February 17, 1992",4,
"February 18, 1992",4.81,
"February 19, 1992",4.57,
"February 20, 1992",4.1,
"February 21, 1992",3.9,
"February 22, 1992",3.9,
"February 23, 1992",3.9,
"February 24, 1992",4.04,
"February 25, 1992",3.97,
"February 26, 1992",3.93,
"February 27, 1992",3.96,
"February 28, 1992",4.13,
"February 29, 1992",4.13,
"March 1, 1992",4.13,
"March 2, 1992",4.32,
"March 3, 1992",4.02,
"March 4, 1992",3.86,
"March 5, 1992",4.08,
"March 6, 1992",3.95,
"March 7, 1992",3.95,
"March 8, 1992",3.95,
"March 9, 1992",4,
"March 10, 1992",3.87,
"March 11, 1992",3.83,
"March 12, 1992",3.94,
"March 13, 1992",3.85,
"March 14, 1992",3.85,
"March 15, 1992",3.85,
"March 16, 1992",4.28,
"March 17, 1992",4.14,
"March 18, 1992",4.4,
"March 19, 1992",4.09,
"March 20, 1992",3.9,
"March 21, 1992",3.9,
"March 22, 1992",3.9,
"March 23, 1992",3.98,
"March 24, 1992",3.86,
"March 25, 1992",3.95,
"March 26, 1992",4.07,
"March 27, 1992",3.85,
"March 28, 1992",3.85,
"March 29, 1992",3.85,
"March 30, 1992",3.94,
"March 31, 1992",4.07,
"April 1, 1992",4.98,
"April 2, 1992",4.15,
"April 3, 1992",3.97,
"April 4, 1992",3.97,
"April 5, 1992",3.97,
"April 6, 1992",3.99,
"April 7, 1992",3.92,
"April 8, 1992",3.87,
"April 9, 1992",3.76,
"April 10, 1992",3.44,
"April 11, 1992",3.44,
"April 12, 1992",3.44,
"April 13, 1992",3.74,
"April 14, 1992",3.68,
"April 15, 1992",4.02,
"April 16, 1992",3.78,
"April 17, 1992",3.08,
"April 18, 1992",3.08,
"April 19, 1992",3.08,
"April 20, 1992",3.75,
"April 21, 1992",3.83,
"April 22, 1992",3.72,
"April 23, 1992",3.68,
"April 24, 1992",3.63,
"April 25, 1992",3.63,
"April 26, 1992",3.63,
"April 27, 1992",3.84,
"April 28, 1992",3.5,
"April 29, 1992",3.62,
"April 30, 1992",3.85,
"May 1, 1992",3.75,
"May 2, 1992",3.75,
"May 3, 1992",3.75,
"May 4, 1992",3.8,
"May 5, 1992",3.77,
"May 6, 1992",3.71,
"May 7, 1992",3.74,
"May 8, 1992",3.71,
"May 9, 1992",3.71,
"May 10, 1992",3.71,
"May 11, 1992",3.88,
"May 12, 1992",3.75,
"May 13, 1992",4.37,
"May 14, 1992",3.93,
"May 15, 1992",3.96,
"May 16, 1992",3.96,
"May 17, 1992",3.96,
"May 18, 1992",3.88,
"May 19, 1992",3.8,
"May 20, 1992",3.75,
"May 21, 1992",3.85,
"May 22, 1992",3.74,
"May 23, 1992",3.74,
"May 24, 1992",3.74,
"May 25, 1992",3.74,
"May 26, 1992",4.02,
"May 27, 1992",3.78,
"May 28, 1992",3.87,
"May 29, 1992",3.8,
"May 30, 1992",3.8,
"May 31, 1992",3.8,
"June 1, 1992",3.96,
"June 2, 1992",3.89,
"June 3, 1992",3.82,
"June 4, 1992",3.78,
"June 5, 1992",3.61,
"June 6, 1992",3.61,
"June 7, 1992",3.61,
"June 8, 1992",3.72,
"June 9, 1992",3.57,
"June 10, 1992",3.96,
"June 11, 1992",3.8,
"June 12, 1992",3.65,
"June 13, 1992",3.65,
"June 14, 1992",3.65,
"June 15, 1992",3.88,
"June 16, 1992",3.74,
"June 17, 1992",3.72,
"June 18, 1992",3.71,
"June 19, 1992",3.66,
"June 20, 1992",3.66,
"June 21, 1992",3.66,
"June 22, 1992",3.85,
"June 23, 1992",3.7,
"June 24, 1992",3.81,
"June 25, 1992",3.87,
"June 26, 1992",3.67,
"June 27, 1992",3.67,
"June 28, 1992",3.67,
"June 29, 1992",3.8,
"June 30, 1992",4.53,
"July 1, 1992",3.89,
"July 2, 1992",3.46,
"July 3, 1992",2.84,
"July 4, 1992",2.84,
"July 5, 1992",2.84,
"July 6, 1992",3.15,
"July 7, 1992",3.35,
"July 8, 1992",4.19,
"July 9, 1992",3.46,
"July 10, 1992",3.2,
"July 11, 1992",3.2,
"July 12, 1992",3.2,
"July 13, 1992",3.28,
"July 14, 1992",3.25,
"July 15, 1992",3.38,
"July 16, 1992",3.32,
"July 17, 1992",3.12,
"July 18, 1992",3.12,
"July 19, 1992",3.12,
"July 20, 1992",3.32,
"July 21, 1992",3.15,
"July 22, 1992",3.4,
"July 23, 1992",3.29,
"July 24, 1992",3.08,
"July 25, 1992",3.08,
"July 26, 1992",3.08,
"July 27, 1992",3.29,
"July 28, 1992",3.27,
"July 29, 1992",3.15,
"July 30, 1992",3.17,
"July 31, 1992",3.37,
"August 1, 1992",3.37,
"August 2, 1992",3.37,
"August 3, 1992",3.37,
"August 4, 1992",3.28,
"August 5, 1992",3.35,
"August 6, 1992",3.34,
"August 7, 1992",3.2,
"August 8, 1992",3.2,
"August 9, 1992",3.2,
"August 10, 1992",3.32,
"August 11, 1992",3.23,
"August 12, 1992",3.22,
"August 13, 1992",3.3,
"August 14, 1992",3.22,
"August 15, 1992",3.22,
"August 16, 1992",3.22,
"August 17, 1992",3.54,
"August 18, 1992",3.26,
"August 19, 1992",3.56,
"August 20, 1992",3.37,
"August 21, 1992",3.2,
"August 22, 1992",3.2,
"August 23, 1992",3.2,
"August 24, 1992",3.35,
"August 25, 1992",3.29,
"August 26, 1992",3.31,
"August 27, 1992",3.36,
"August 28, 1992",3.28,
"August 29, 1992",3.28,
"August 30, 1992",3.28,
"August 31, 1992",3.51,
"September 1, 1992",3.39,
"September 2, 1992",3.21,
"September 3, 1992",3.33,
"September 4, 1992",3.02,
"September 5, 1992",3.02,
"September 6, 1992",3.02,
"September 7, 1992",3.02,
"September 8, 1992",3.13,
"September 9, 1992",3.08,
"September 10, 1992",3.06,
"September 11, 1992",3.01,
"September 12, 1992",3.01,
"September 13, 1992",3.01,
"September 14, 1992",3.22,
"September 15, 1992",3.2,
"September 16, 1992",4.48,
"September 17, 1992",3.22,
"September 18, 1992",3.02,
"September 19, 1992",3.02,
"September 20, 1992",3.02,
"September 21, 1992",3.1,
"September 22, 1992",3.04,
"September 23, 1992",3.06,
"September 24, 1992",3.15,
"September 25, 1992",3.19,
"September 26, 1992",3.19,
"September 27, 1992",3.19,
"September 28, 1992",3.45,
"September 29, 1992",3.26,
"September 30, 1992",4.47,
"October 1, 1992",3.58,
"October 2, 1992",3.15,
"October 3, 1992",3.15,
"October 4, 1992",3.15,
"October 5, 1992",3.22,
"October 6, 1992",3.1,
"October 7, 1992",3.06,
"October 8, 1992",3.04,
"October 9, 1992",2.97,
"October 10, 1992",2.97,
"October 11, 1992",2.97,
"October 12, 1992",2.97,
"October 13, 1992",3.53,
"October 14, 1992",3.96,
"October 15, 1992",3.4,
"October 16, 1992",2.99,
"October 17, 1992",2.99,
"October 18, 1992",2.99,
"October 19, 1992",3.05,
"October 20, 1992",2.97,
"October 21, 1992",2.95,
"October 22, 1992",2.96,
"October 23, 1992",2.9,
"October 24, 1992",2.9,
"October 25, 1992",2.9,
"October 26, 1992",3.12,
"October 27, 1992",2.91,
"October 28, 1992",3.06,
"October 29, 1992",3.08,
"October 30, 1992",3.04,
"October 31, 1992",3.04,
"November 1, 1992",3.04,
"November 2, 1992",3.21,
"November 3, 1992",3.09,
"November 4, 1992",2.98,
"November 5, 1992",2.92,
"November 6, 1992",2.86,
"November 7, 1992",2.86,
"November 8, 1992",2.86,
"November 9, 1992",2.98,
"November 10, 1992",2.93,
"November 11, 1992",2.93,
"November 12, 1992",3.04,
"November 13, 1992",2.85,
"November 14, 1992",2.85,
"November 15, 1992",2.85,
"November 16, 1992",3.28,
"November 17, 1992",3.06,
"November 18, 1992",2.89,
"November 19, 1992",2.94,
"November 20, 1992",2.9,
"November 21, 1992",2.9,
"November 22, 1992",2.9,
"November 23, 1992",2.89,
"November 24, 1992",2.58,
"November 25, 1992",4.6,
"November 26, 1992",4.6,
"November 27, 1992",3.13,
"November 28, 1992",3.13,
"November 29, 1992",3.13,
"November 30, 1992",3.45,
"December 1, 1992",3.17,
"December 2, 1992",2.99,
"December 3, 1992",3,
"December 4, 1992",2.86,
"December 5, 1992",2.86,
"December 6, 1992",2.86,
"December 7, 1992",2.92,
"December 8, 1992",2.77,
"December 9, 1992",3.3,
"December 10, 1992",3.08,
"December 11, 1992",2.76,
"December 12, 1992",2.76,
"December 13, 1992",2.76,
"December 14, 1992",2.99,
"December 15, 1992",3.17,
"December 16, 1992",3.02,
"December 17, 1992",2.97,
"December 18, 1992",2.73,
"December 19, 1992",2.73,
"December 20, 1992",2.73,
"December 21, 1992",3.06,
"December 22, 1992",2.97,
"December 23, 1992",3.38,
"December 24, 1992",2.85,
"December 25, 1992",2.85,
"December 26, 1992",2.85,
"December 27, 1992",2.85,
"December 28, 1992",3.27,
"December 29, 1992",2.74,
"December 30, 1992",2.6,
"December 31, 1992",2.66,
"January 1, 1993",2.66,
"January 2, 1993",2.66,
"January 3, 1993",2.66,
"January 4, 1993",3.6,
"January 5, 1993",3.33,
"January 6, 1993",3.62,
"January 7, 1993",3.25,
"January 8, 1993",2.93,
"January 9, 1993",2.93,
"January 10, 1993",2.93,
"January 11, 1993",3.06,
"January 12, 1993",2.91,
"January 13, 1993",2.87,
"January 14, 1993",2.97,
"January 15, 1993",2.96,
"January 16, 1993",2.96,
"January 17, 1993",2.96,
"January 18, 1993",2.96,
"January 19, 1993",3.35,
"January 20, 1993",3.56,
"January 21, 1993",3.05,
"January 22, 1993",2.86,
"January 23, 1993",2.86,
"January 24, 1993",2.86,
"January 25, 1993",3.06,
"January 26, 1993",2.96,
"January 27, 1993",2.94,
"January 28, 1993",2.97,
"January 29, 1993",3.02,
"January 30, 1993",3.02,
"January 31, 1993",3.02,
"February 1, 1993",3.25,
"February 2, 1993",3.18,
"February 3, 1993",3.56,
"February 4, 1993",3.08,
"February 5, 1993",2.87,
"February 6, 1993",2.87,
"February 7, 1993",2.87,
"February 8, 1993",2.94,
"February 9, 1993",2.9,
"February 10, 1993",2.88,
"February 11, 1993",2.97,
"February 12, 1993",2.95,
"February 13, 1993",2.95,
"February 14, 1993",2.95,
"February 15, 1993",2.95,
"February 16, 1993",3.59,
"February 17, 1993",3.09,
"February 18, 1993",2.98,
"February 19, 1993",2.86,
"February 20, 1993",2.86,
"February 21, 1993",2.86,
"February 22, 1993",2.96,
"February 23, 1993",2.91,
"February 24, 1993",2.91,
"February 25, 1993",3.03,
"February 26, 1993",3.18,
"February 27, 1993",3.18,
"February 28, 1993",3.18,
"March 1, 1993",3.65,
"March 2, 1993",3.19,
"March 3, 1993",3.29,
"March 4, 1993",3.1,
"March 5, 1993",3.02,
"March 6, 1993",3.02,
"March 7, 1993",3.02,
"March 8, 1993",3.06,
"March 9, 1993",2.98,
"March 10, 1993",2.96,
"March 11, 1993",3,
"March 12, 1993",2.93,
"March 13, 1993",2.93,
"March 14, 1993",2.93,
"March 15, 1993",3.16,
"March 16, 1993",2.72,
"March 17, 1993",3.58,
"March 18, 1993",3.03,
"March 19, 1993",2.88,
"March 20, 1993",2.88,
"March 21, 1993",2.88,
"March 22, 1993",2.99,
"March 23, 1993",2.93,
"March 24, 1993",2.92,
"March 25, 1993",3.05,
"March 26, 1993",3.04,
"March 27, 1993",3.04,
"March 28, 1993",3.04,
"March 29, 1993",3.34,
"March 30, 1993",2.91,
"March 31, 1993",3.83,
"April 1, 1993",3.31,
"April 2, 1993",3.13,
"April 3, 1993",3.13,
"April 4, 1993",3.13,
"April 5, 1993",3.15,
"April 6, 1993",2.97,
"April 7, 1993",2.93,
"April 8, 1993",2.94,
"April 9, 1993",2.82,
"April 10, 1993",2.82,
"April 11, 1993",2.82,
"April 12, 1993",3.11,
"April 13, 1993",2.98,
"April 14, 1993",3.03,
"April 15, 1993",3.15,
"April 16, 1993",2.84,
"April 17, 1993",2.84,
"April 18, 1993",2.84,
"April 19, 1993",2.94,
"April 20, 1993",2.84,
"April 21, 1993",2.95,
"April 22, 1993",2.97,
"April 23, 1993",2.85,
"April 24, 1993",2.85,
"April 25, 1993",2.85,
"April 26, 1993",2.99,
"April 27, 1993",2.72,
"April 28, 1993",2.88,
"April 29, 1993",2.94,
"April 30, 1993",3.01,
"May 1, 1993",3.01,
"May 2, 1993",3.01,
"May 3, 1993",3.03,
"May 4, 1993",2.94,
"May 5, 1993",2.9,
"May 6, 1993",2.88,
"May 7, 1993",2.83,
"May 8, 1993",2.83,
"May 9, 1993",2.83,
"May 10, 1993",2.99,
"May 11, 1993",2.98,
"May 12, 1993",2.95,
"May 13, 1993",2.97,
"May 14, 1993",2.94,
"May 15, 1993",2.94,
"May 16, 1993",2.94,
"May 17, 1993",3.34,
"May 18, 1993",2.97,
"May 19, 1993",2.94,
"May 20, 1993",2.97,
"May 21, 1993",2.96,
"May 22, 1993",2.96,
"May 23, 1993",2.96,
"May 24, 1993",3.15,
"May 25, 1993",3.21,
"May 26, 1993",3.26,
"May 27, 1993",3.11,
"May 28, 1993",3.02,
"May 29, 1993",3.02,
"May 30, 1993",3.02,
"May 31, 1993",3.02,
"June 1, 1993",3.33,
"June 2, 1993",3.12,
"June 3, 1993",3.03,
"June 4, 1993",2.98,
"June 5, 1993",2.98,
"June 6, 1993",2.98,
"June 7, 1993",3.14,
"June 8, 1993",2.72,
"June 9, 1993",2.92,
"June 10, 1993",3.01,
"June 11, 1993",2.93,
"June 12, 1993",2.93,
"June 13, 1993",2.93,
"June 14, 1993",3.06,
"June 15, 1993",3.14,
"June 16, 1993",3.04,
"June 17, 1993",3.02,
"June 18, 1993",2.91,
"June 19, 1993",2.91,
"June 20, 1993",2.91,
"June 21, 1993",3.03,
"June 22, 1993",2.98,
"June 23, 1993",3.24,
"June 24, 1993",3.02,
"June 25, 1993",2.96,
"June 26, 1993",2.96,
"June 27, 1993",2.96,
"June 28, 1993",3.08,
"June 29, 1993",3,
"June 30, 1993",3.92,
"July 1, 1993",3.27,
"July 2, 1993",2.96,
"July 3, 1993",2.96,
"July 4, 1993",2.96,
"July 5, 1993",2.96,
"July 6, 1993",3.19,
"July 7, 1993",3.39,
"July 8, 1993",3.09,
"July 9, 1993",2.96,
"July 10, 1993",2.96,
"July 11, 1993",2.96,
"July 12, 1993",3.12,
"July 13, 1993",2.99,
"July 14, 1993",2.97,
"July 15, 1993",3.13,
"July 16, 1993",2.97,
"July 17, 1993",2.97,
"July 18, 1993",2.97,
"July 19, 1993",3.13,
"July 20, 1993",3.08,
"July 21, 1993",3.36,
"July 22, 1993",3.12,
"July 23, 1993",2.99,
"July 24, 1993",2.99,
"July 25, 1993",2.99,
"July 26, 1993",3.11,
"July 27, 1993",3.01,
"July 28, 1993",2.98,
"July 29, 1993",3.04,
"July 30, 1993",3.07,
"July 31, 1993",3.07,
"August 1, 1993",3.07,
"August 2, 1993",3.26,
"August 3, 1993",3.06,
"August 4, 1993",3.14,
"August 5, 1993",3.05,
"August 6, 1993",2.96,
"August 7, 1993",2.96,
"August 8, 1993",2.96,
"August 9, 1993",3.04,
"August 10, 1993",2.96,
"August 11, 1993",2.92,
"August 12, 1993",2.97,
"August 13, 1993",3,
"August 14, 1993",3,
"August 15, 1993",3,
"August 16, 1993",3.34,
"August 17, 1993",3.1,
"August 18, 1993",3.02,
"August 19, 1993",3.02,
"August 20, 1993",2.95,
"August 21, 1993",2.95,
"August 22, 1993",2.95,
"August 23, 1993",3.01,
"August 24, 1993",2.95,
"August 25, 1993",3.03,
"August 26, 1993",3.06,
"August 27, 1993",2.99,
"August 28, 1993",2.99,
"August 29, 1993",2.99,
"August 30, 1993",3.11,
"August 31, 1993",3.19,
"September 1, 1993",3.25,
"September 2, 1993",3.03,
"September 3, 1993",2.94,
"September 4, 1993",2.94,
"September 5, 1993",2.94,
"September 6, 1993",2.94,
"September 7, 1993",3.11,
"September 8, 1993",3.02,
"September 9, 1993",2.99,
"September 10, 1993",2.94,
"September 11, 1993",2.94,
"September 12, 1993",2.94,
"September 13, 1993",3.05,
"September 14, 1993",3,
"September 15, 1993",3.38,
"September 16, 1993",3.1,
"September 17, 1993",2.99,
"September 18, 1993",2.99,
"September 19, 1993",2.99,
"September 20, 1993",3.38,
"September 21, 1993",3.23,
"September 22, 1993",3.14,
"September 23, 1993",3.06,
"September 24, 1993",2.99,
"September 25, 1993",2.99,
"September 26, 1993",2.99,
"September 27, 1993",3.16,
"September 28, 1993",3.08,
"September 29, 1993",3.1,
"September 30, 1993",3.99,
"October 1, 1993",3.19,
"October 2, 1993",3.19,
"October 3, 1993",3.19,
"October 4, 1993",3.11,
"October 5, 1993",3.04,
"October 6, 1993",2.98,
"October 7, 1993",2.95,
"October 8, 1993",2.87,
"October 9, 1993",2.87,
"October 10, 1993",2.87,
"October 11, 1993",2.87,
"October 12, 1993",3.07,
"October 13, 1993",2.85,
"October 14, 1993",2.99,
"October 15, 1993",2.97,
"October 16, 1993",2.97,
"October 17, 1993",2.97,
"October 18, 1993",3.03,
"October 19, 1993",2.94,
"October 20, 1993",2.91,
"October 21, 1993",2.94,
"October 22, 1993",2.95,
"October 23, 1993",2.95,
"October 24, 1993",2.95,
"October 25, 1993",3.17,
"October 26, 1993",3.03,
"October 27, 1993",2.82,
"October 28, 1993",3.04,
"October 29, 1993",3.03,
"October 30, 1993",3.03,
"October 31, 1993",3.03,
"November 1, 1993",3.15,
"November 2, 1993",3.02,
"November 3, 1993",2.98,
"November 4, 1993",2.99,
"November 5, 1993",2.95,
"November 6, 1993",2.95,
"November 7, 1993",2.95,
"November 8, 1993",3.04,
"November 9, 1993",2.95,
"November 10, 1993",2.91,
